Date,Title,Source,Keyword
2019-01-01,2018'de Türkiye ve Dünyada Ekonomi - Bianet,Google News,döviz krizi
2019-01-07,Gabon'da darbe girişimi: 'Darbeci iki asker öldürüldü' - BBC,Google News,askeri darbe girişimi
2019-01-07,"Video | Gabon'da askeri darbe girişimi, Hükümet: Durum kontrol altında - Euronews.com",Google News,askeri darbe girişimi
2019-01-07,Gabon'da askeri darbe girişimi - DW,Google News,askeri darbe girişimi
2019-01-07,Gabon'da Başarısız Askeri Darbe Girişimi - VOA Türkçe,Google News,askeri darbe girişimi
2019-01-08,Syria conflict: Turkey says US plea on Kurds 'unacceptable' - BBC,BBC News,Erdogan
2019-01-15,Turkey: Could the US damage its economy? - BBC,BBC News,inflation Turkey
2019-01-15,Turkey: Could the US damage its economy? - BBC,BBC News,central bank Turkey
2019-02-02,Turkey warned over Venezuela gold trade - BBC,BBC News,currency crisis Turkey
2019-02-04,Venezuela: All you need to know about the crisis in nine charts - BBC,BBC News,inflation Turkey
2019-02-04,Venezuela: All you need to know about the crisis in nine charts - BBC,BBC News,currency crisis Turkey
2019-03-20,Christchurch shootings: Why Turkey's Erdogan uses attack video - BBC,BBC News,inflation Turkey
2019-03-27,Why Erdogan's big Turkish ambitions could come tumbling down - BBC,BBC News,currency crisis Turkey
2019-03-27,Why Erdogan's big Turkish ambitions could come tumbling down - BBC,BBC News,inflation Turkey
2019-03-31,Algeria protests: Bouteflika appoints new government - BBC,BBC News,cabinet reshuffle
2019-04-01,Ekrem İmamoğlu kimdir? 3 ayda 2 kez İstanbul Büyükşehir Belediye Başkanı seçilen siyasetçi - BBC,Google News,Türkiye seçimi
2019-04-01,Turkey local elections: Setback for Erdogan in big cities - BBC,BBC News,currency crisis Turkey
2019-04-01,Turkey local elections: Setback for Erdogan in big cities - BBC,BBC News,Turkey elections
2019-04-02,Turkey election: Erdogan disputes results in major cities - BBC,BBC News,inflation Turkey
2019-04-02,Turkey election: Erdogan disputes results in major cities - BBC,BBC News,Turkey elections
2019-04-03,"Turkey AK party rulers are bad losers, says election 'winner' Imamoglu - BBC",BBC News,Turkey elections
2019-04-22,Iran oil: US to end sanctions exemptions for major importers - BBC,BBC News,inflation Turkey
2019-05-07,Istanbul re-run is a risky strategy for Erdogan - BBC,BBC News,inflation Turkey
2019-05-07,Turkey election re-run angers victorious opposition - BBC,BBC News,Turkey elections
2019-05-08,İstanbul seçimi yenileniyor: Partiler nasıl bir strateji izleyecek? - BBC,Google News,Türkiye seçimi
2019-06-09,Syrian rebel town buries goalie who became 'singer of the revolution' - Reuters,Reuters,Turkey president
2019-06-09,Syrian rebel town buries goalie who became 'singer of the revolution' - Reuters,Reuters,Turkey protest
2019-06-10,İstanbul seçimi: 23 Haziran’da kazanan ne kadar büyük bir ekonomiden sorumlu olacak? - BBC,Google News,Türkiye seçimi
2019-06-20,Cuntayı Akıncı'dan yöneten darbeci general Akın Öztürk'e 141 kez ağırlaştırılmış müebbet - Anadolu Ajansı,Google News,askeri darbe girişimi
2019-06-21,Istanbul vote re-run: Ambitious mayor takes on Erdogan's man - BBC,BBC News,Erdogan
2019-06-21,Istanbul vote re-run: Ambitious mayor takes on Erdogan's man - BBC,BBC News,inflation Turkey
2019-06-24,Ekrem Imamoglu - BBC,BBC News,Turkey protests
2019-06-24,Erdogan's party suffers blow after Istanbul re-run poll defeat - BBC,BBC News,Erdogan
2019-06-24,Erdogan's party suffers blow after Istanbul re-run poll defeat - BBC,BBC News,Turkey elections
2019-06-27,Former allies of Turkey's Erdogan plan rival party after Istanbul defeat - Reuters,Reuters,parliament Turkey
2019-06-27,Former allies of Turkey's Erdogan plan rival party after Istanbul defeat - Reuters,Reuters,Erdogan
2019-06-27,Former allies of Turkey's Erdogan plan rival party after Istanbul defeat - Reuters,Reuters,inflation Turkey
2019-06-27,Former allies of Turkey's Erdogan plan rival party after Istanbul defeat - Reuters,Reuters,Turkey election
2019-06-27,Former allies of Turkey's Erdogan plan rival party after Istanbul defeat - Reuters,Reuters,Turkey central bank
2019-06-27,Former allies of Turkey's Erdogan plan rival party after Istanbul defeat - Reuters,Reuters,currency crisis
2019-06-27,Former allies of Turkey's Erdogan plan rival party after Istanbul defeat - Reuters,Reuters,Turkey president
2019-07-02,Etiyopya'da darbe girişimi ne anlama geliyor? - Anadolu Ajansı,Google News,askeri darbe girişimi
2019-07-06,Turkey's Erdogan fires central bank chief Murat Cetinkaya - BBC,BBC News,central bank Turkey
2019-07-06,Turkey's Erdogan fires central bank chief Murat Cetinkaya - BBC,BBC News,interest rate Turkey
2019-07-06,Turkey's Erdogan fires central bank chief Murat Cetinkaya - BBC,BBC News,inflation Turkey
2019-07-06,Turkey's Erdogan fires central bank chief Murat Cetinkaya - BBC,BBC News,currency crisis Turkey
2019-07-13,Türkiye'nin en karanlık ve kanlı gecesinde yaşananlar - Anadolu Ajansı,Google News,askeri darbe girişimi
2019-07-25,Prime Minister Boris Johnson: Does his cabinet reflect 'modern Britain'? - BBC,BBC News,cabinet reshuffle
2019-08-19,Turkey removes three top Kurdish mayors in major crackdown - BBC,BBC News,Erdogan
2019-08-19,Turkey removes three top Kurdish mayors in major crackdown - BBC,BBC News,Turkey elections
2019-10-17,Turkey's Erdogan 'threw Trump's Syria letter in bin' - BBC,BBC News,currency crisis Turkey
2019-10-19,Turkey's Erdogan vows to 'crush heads' of Kurdish fighters - BBC,BBC News,Erdogan
2019-10-28,Chile's Piñera moves eight ministers after protests - BBC,BBC News,cabinet reshuffle
2019-12-09,Six charts that show how hard US sanctions have hit Iran - BBC,BBC News,central bank Turkey
2019-12-09,Six charts that show how hard US sanctions have hit Iran - BBC,BBC News,inflation Turkey
2019-12-17,Trump administration rejects Congress vote on Armenia 'genocide' - BBC,BBC News,Turkey elections
2019-12-26,Migrant crisis: Seven die as boat sinks in Turkey's Lake Van - BBC,BBC News,currency crisis Turkey
2020-01-02,Turkey risks falling deeper into Libya conflict as it deploys troops - BBC,BBC News,currency crisis Turkey
2020-01-03,Libya conflict: Turkish MPs approve bill to send troops - BBC,BBC News,Turkey elections
2020-01-06,Libya conflict: Turkey sends troops to shore up UN-backed government - BBC,BBC News,Erdogan
2020-01-12,Migrant crisis: Eight children die as boat sinks off Turkey - BBC,BBC News,currency crisis Turkey
2020-02-13,Alok Sharma to be president of UN climate conference - BBC,BBC News,cabinet reshuffle
2020-02-13,Sterling rallies after chancellor reshuffle - BBC,BBC News,cabinet reshuffle
2020-02-14,Reshuffle: Mordaunt back as Boris Johnson reshuffles non-cabinet ministers - BBC,BBC News,cabinet reshuffle
2020-02-14,Reshuffle 2020: Who is in Boris Johnson's new cabinet? - BBC,BBC News,cabinet reshuffle
2020-02-17,Cabinet reshuffles - BBC,BBC News,cabinet reshuffle
2020-02-19,Julian Smith: Boris Johnson approved Stormont agreement - BBC,BBC News,cabinet reshuffle
2020-02-28,Syria war: Refugees eye Europe as Turkey hits breaking point - BBC,BBC News,currency crisis Turkey
2020-02-29,Syria war: Turkey says thousands of migrants have crossed to EU - BBC,BBC News,Erdogan
2020-03-05,Erdogan and Putin's tense meeting in Moscow - BBC,BBC News,Erdogan
2020-04-30,Venezuela'daki başarısız darbe girişiminin üzerinden 1 yıl geçti - Anadolu Ajansı,Google News,askeri darbe girişimi
2020-05-20,Venezuela files legal claim with Bank of England over gold - BBC,BBC News,central bank Turkey
2020-06-23,Popular Turkish TV drama inspires statues in Pakistan - Reuters,Reuters,Turkey president
2020-08-18,Man killed during protests in Turkey - BBC,BBC News,Turkey protests
2020-08-20,Afrika'da darbeler son bulmuyor - Anadolu Ajansı,Google News,askeri darbe girişimi
2020-08-29,Tito Mboweni: South Africa's finance minster known for a Twitter roast chicken fail - BBC,BBC News,central bank Turkey
2020-09-01,Turkey detains top Islamic State commander in raid - BBC,BBC News,Turkey protests
2020-09-20,FinCEN Files: UAE central bank failed to prevent Iran sanctions evasion - BBC,BBC News,central bank Turkey
2020-09-20,"Kuzey Kıbrıs’taki Cumhurbaşkanlığı seçimi, müzakereleri ve Doğu Akdeniz’de dengeleri nasıl etkileyebilir? - BBC",Google News,Türkiye seçimi
2020-10-08,Kazakhstan's Kaspi valued at $6.5 billion in London IPO - bookrunner - Reuters,Reuters,Turkey central bank
2020-10-09,"Maraş'ın kısmen açılması, Kuzey Kıbrıs'ta seçimi nasıl etkiler? - BBC",Google News,Türkiye seçimi
2020-10-15,Viewpoint: Why Turkey is flexing its muscles abroad - BBC,BBC News,Erdogan
2020-10-18,Northern Cyprus: Right-wing nationalist Ersin Tatar elected president - BBC,BBC News,Turkey elections
2020-10-24,France recalls Turkey envoy after Erdogan says Macron needs 'mental check' - BBC,BBC News,Erdogan
2020-10-27,Turkish lira sinks amid Erdogan fury with allies - BBC,BBC News,central bank Turkey
2020-10-27,Turkish lira sinks amid Erdogan fury with allies - BBC,BBC News,interest rate Turkey
2020-10-27,Turkish lira sinks amid Erdogan fury with allies - BBC,BBC News,inflation Turkey
2020-10-28,Charlie Hebdo: Turkey vows legal action over Erdogan cartoon - BBC,BBC News,Erdogan
2020-11-07,Afghanistan violence: Former TV presenter Yama Siawash killed - BBC,BBC News,central bank Turkey
2020-11-26,Turkey court jails hundreds for life for 2016 coup plot against Erdogan - BBC,BBC News,coup attempt Turkey
2021-01-12,Canada's Justin Trudeau reshuffles top Cabinet officials - BBC,BBC News,cabinet reshuffle
2021-02-02,Turkey's Erdogan denounces LGBT youth as police arrest students - BBC,BBC News,Turkey protests
2021-02-24,Jamal Khashoggi: All you need to know about Saudi journalist's death - BBC,BBC News,inflation Turkey
2021-03-22,Turkish lira falls 15% after bank governor sacked - BBC,BBC News,inflation Turkey
2021-03-22,Turkish lira falls 15% after bank governor sacked - BBC,BBC News,interest rate Turkey
2021-03-22,Turkish lira falls 15% after bank governor sacked - BBC,BBC News,currency crisis Turkey
2021-03-25,Turkey Erdogan: Women rise up over withdrawal from Istanbul Convention - BBC,BBC News,interest rate Turkey
2021-03-25,Turkey Erdogan: Women rise up over withdrawal from Istanbul Convention - BBC,BBC News,central bank Turkey
2021-03-25,Turkey Erdogan: Women rise up over withdrawal from Istanbul Convention - BBC,BBC News,inflation Turkey
2021-03-28,Australia PM shifts rape-accused minister in cabinet reshuffle - BBC,BBC News,cabinet reshuffle
2021-04-07,Turkey coup: Top officers given life terms in mass trial - BBC,BBC News,Erdogan
2021-04-07,Turkey coup: Top officers given life terms in mass trial - BBC,BBC News,Turkey protests
2021-04-07,Turkey coup: Top officers given life terms in mass trial - BBC,BBC News,coup attempt Turkey
2021-04-15,Citigroup to exit consumer banking in 13 markets - BBC,BBC News,central bank Turkey
2021-04-26,Sofagate: EU chief Ursula von der Leyen blames sexism for Turkey chair snub - BBC,BBC News,Erdogan
2021-05-09,Elections 2021: Labour reshuffle delay leaves questions over Sir Keir Starmer's team - BBC,BBC News,cabinet reshuffle
2021-05-13,Wales election: New health and education ministers in reshuffle - BBC,BBC News,cabinet reshuffle
2021-05-17,"UK plastic waste being dumped and burned in Turkey, says Greenpeace - BBC",BBC News,interest rate Turkey
2021-05-19,Nicola Sturgeon appoints new health and education secretaries - BBC,BBC News,cabinet reshuffle
2021-05-25,Mali's coup leader Assimi Goïta seizes power again - BBC,BBC News,cabinet reshuffle
2021-06-01,İran'da bugün yapılan cumhurbaşkanlığı seçimi neden önemli? - BBC,Google News,Türkiye seçimi
2021-06-02,Mali'de darbe sonrası yeni başbakan belli oldu - Anadolu Ajansı,Google News,askeri darbe girişimi
2021-07-01,Turkiye Cumhuriyeti Ziraat Bankasi AS - Reuters,Reuters,Turkey central bank
2021-07-01,Turkiye Cumhuriyeti Ziraat Bankasi AS - Reuters,Reuters,Turkey president
2021-07-01,Turkiye Cumhuriyeti Ziraat Bankasi AS - Reuters,Reuters,Erdogan
2021-07-03,"Pandemi, döviz krizi, vergilerin ardından maliyet artışlarının yeni nedeni: Mal taşıyacak konteyner yok - Independent Türkçe",Google News,döviz krizi
2021-07-07,Narendra Modi: India PM announces his biggest cabinet reshuffle - BBC,BBC News,cabinet reshuffle
2021-07-15,Darbe girişiminin kilit noktası İstanbul'da yaşananlar - Anadolu Ajansı,Google News,askeri darbe girişimi
2021-09-11,Fas'ta Adalet ve Kalkınma Partisi seçimi neden kaybetti? - BBC,Google News,Türkiye seçimi
2021-09-15,Nadhim Zahawi announced as education secretary - BBC,BBC News,cabinet reshuffle
2021-09-15,Reshuffle: Boris Johnson fires Gavin Williamson as he rings cabinet changes - BBC,BBC News,cabinet reshuffle
2021-09-17,Reshuffle: Boris Johnson's new cabinet meets for first time - BBC,BBC News,cabinet reshuffle
2021-09-21,Sudan hükümeti: Ömer el-Beşir'in destekçilerinin darbe girişimini önledik - BBC,Google News,askeri darbe girişimi
2021-10-14,EXCLUSIVE Turkey set to receive 3.1 bln euro loans to help Paris climate goals -sources - Reuters,Reuters,Turkey protest
2021-10-14,EXCLUSIVE Turkey set to receive 3.1 bln euro loans to help Paris climate goals -sources - Reuters,Reuters,inflation Turkey
2021-10-14,EXCLUSIVE Turkey set to receive 3.1 bln euro loans to help Paris climate goals -sources - Reuters,Reuters,parliament Turkey
2021-10-14,EXCLUSIVE Turkey set to receive 3.1 bln euro loans to help Paris climate goals -sources - Reuters,Reuters,Turkey president
2021-10-14,EXCLUSIVE Turkey set to receive 3.1 bln euro loans to help Paris climate goals -sources - Reuters,Reuters,Erdogan
2021-10-14,EXCLUSIVE Turkey set to receive 3.1 bln euro loans to help Paris climate goals -sources - Reuters,Reuters,Turkey election
2021-10-23,Turkey moves to throw out US envoy and nine others - BBC,BBC News,Erdogan
2021-10-23,Turkey moves to throw out US envoy and nine others - BBC,BBC News,Turkey protests
2021-10-25,Sudan'da askeri darbe girişimi! Başbakanı ev hapsine aldılar - Ermeni haber ajansı,Google News,askeri darbe girişimi
2021-10-27,Sudan'da darbe: Afrika'da askeri müdahaleler neden artıyor? - BBC,Google News,askeri darbe girişimi
2021-11-02,Taliban bans foreign currencies in Afghanistan - BBC,BBC News,central bank Turkey
2021-11-02,Taliban bans foreign currencies in Afghanistan - BBC,BBC News,currency crisis Turkey
2021-11-02,Why Syrians face deportation from Turkey over banana jokes - BBC,BBC News,inflation Turkey
2021-11-14,"No turkey shortage, says British Poultry Council - BBC",BBC News,inflation Turkey
2021-11-18,Turkey releases Israeli couple arrested for spying over palace photos - BBC,BBC News,Erdogan
2021-11-23,Turkish lira nose-dives 15% as president defies critics - BBC,BBC News,inflation Turkey
2021-11-23,Turkish lira nose-dives 15% as president defies critics - BBC,BBC News,currency crisis Turkey
2021-11-23,"1994, 2001, 2008, 2018, 2021: Türkiye'de kriz dönemleri ve dolar kurunun hareketi - Diken",Google News,döviz krizi
2021-11-23,Turkish lira nose-dives 15% as president defies critics - BBC,BBC News,central bank Turkey
2021-11-23,Turkish lira nose-dives 15% as president defies critics - BBC,BBC News,interest rate Turkey
2021-11-24,Korkut Boratav anlattı: Döviz krizi neden oldu? Bundan sonra ne olur? - Gazete Duvar,Google News,döviz krizi
2021-11-26,Döviz Artışı Telefoncuları Vurdu - VOA Türkçe,Google News,döviz krizi
2021-12-01,Breakingviews - Turkey spends money it doesn’t have - Reuters,Reuters,Turkey central bank
2021-12-01,Breakingviews - Turkey spends money it doesn’t have - Reuters,Reuters,Erdogan
2021-12-01,Breakingviews - Turkey spends money it doesn’t have - Reuters,Reuters,Turkey president
2021-12-02,ÇEVİRİ | Erdoğan’ın lira krizi - Serbestiyet,Google News,döviz krizi
2021-12-02,"Yayıncılıkta döviz krizi: Kitaplar çıkmıyor, dergiler yayınlanmıyor - Bianet",Google News,döviz krizi
2021-12-02,Why Turkey's currency crash does not worry Erdogan - BBC,BBC News,central bank Turkey
2021-12-02,Why Turkey's currency crash does not worry Erdogan - BBC,BBC News,inflation Turkey
2021-12-02,Why Turkey's currency crash does not worry Erdogan - BBC,BBC News,Erdogan
2021-12-02,Why Turkey's currency crash does not worry Erdogan - BBC,BBC News,currency crisis Turkey
2021-12-02,Why Turkey's currency crash does not worry Erdogan - BBC,BBC News,Turkey protests
2021-12-02,Why Turkey's currency crash does not worry Erdogan - BBC,BBC News,interest rate Turkey
2021-12-07,Dominic Raab: PM says cabinet reshuffle nothing to do with Afghanistan - BBC,BBC News,cabinet reshuffle
2021-12-08,Istanbul preparing international bond to fund infrastructure - Reuters,Reuters,Turkey president
2021-12-08,Istanbul preparing international bond to fund infrastructure - Reuters,Reuters,Erdogan
2021-12-08,Istanbul preparing international bond to fund infrastructure - Reuters,Reuters,interest rate decision
2021-12-08,Istanbul preparing international bond to fund infrastructure - Reuters,Reuters,inflation Turkey
2021-12-08,Istanbul preparing international bond to fund infrastructure - Reuters,Reuters,Turkey election
2021-12-16,Turkey cuts interest rates despite spiralling inflation - BBC,BBC News,interest rate Turkey
2021-12-16,Turkey cuts interest rates despite spiralling inflation - BBC,BBC News,inflation Turkey
2021-12-16,Turkey cuts interest rates despite spiralling inflation - BBC,BBC News,central bank Turkey
2021-12-16,Turkey cuts interest rates despite spiralling inflation - BBC,BBC News,currency crisis Turkey
2021-12-19,AFP: Döviz krizi yaşanan Türkiye’de halk ilaç sıkıntısı nedeniyle eczane eczane geziyor - Artı Gerçek,Google News,döviz krizi
2021-12-20,"'Türkiye’de döviz krizi, ithal ilaç sıkıntısına yol açtı' - Euronews.com",Google News,döviz krizi
2021-12-21,Turkish lira in comeback after new plan unveiled - BBC,BBC News,currency crisis Turkey
2021-12-21,Turkish lira in comeback after new plan unveiled - BBC,BBC News,central bank Turkey
2021-12-21,Turkish lira in comeback after new plan unveiled - BBC,BBC News,inflation Turkey
2021-12-21,Turkish lira in comeback after new plan unveiled - BBC,BBC News,interest rate Turkey
2021-12-21,Turkish lira in comeback after new plan unveiled - BBC,BBC News,Turkey protests
2021-12-23,Döviz krizi yayınevlerini vurdu| Haberler - Gazete Kadıköy,Google News,döviz krizi
2021-12-23,Dövize müdahalede imza krizi - DW,Google News,döviz krizi
2022-01-11,How the soaring cost of living is hitting Sri Lankans hard - BBC,BBC News,inflation Turkey
2022-01-15,Yayıncılık sektöründe döviz krizi - DW,Google News,döviz krizi
2022-02-05,Can tourism ease the inflation pressure in Turkey? - BBC,BBC News,interest rate Turkey
2022-02-05,Can tourism ease the inflation pressure in Turkey? - BBC,BBC News,currency crisis Turkey
2022-02-05,Can tourism ease the inflation pressure in Turkey? - BBC,BBC News,central bank Turkey
2022-02-05,Can tourism ease the inflation pressure in Turkey? - BBC,BBC News,inflation Turkey
2022-02-08,Jacob Rees-Mogg made Brexit opportunities minister as PM reshuffles team - BBC,BBC News,cabinet reshuffle
2022-02-22,Rusya-Ukrayna krizi piyasaları vurdu: Altın ve döviz yükseldi - birgun.net,Google News,döviz krizi
2022-03-03,Former education secretary Gavin Williamson to get knighthood - BBC,BBC News,cabinet reshuffle
2022-03-09,"Use Russian money to rebuild Ukraine, says bank boss - BBC",BBC News,central bank Turkey
2022-04-04,Sri Lanka: Reshuffle begins after cabinet quits over protests - BBC,BBC News,cabinet reshuffle
2022-04-16,Yunanistan 8 FETÖ üyesi askeri başka ülkelere kaçırdı - Anadolu Ajansı,Google News,askeri darbe girişimi
2022-04-22,EREGL.IS - Reuters,Reuters,Turkey president
2022-04-22,ISDMR.IS - | Stock Price & Latest News - Reuters,Reuters,Turkey president
2022-04-22,ISDMR.IS - | Stock Price & Latest News - Reuters,Reuters,Turkey protest
2022-04-25,Osman Kavala: Turkish activist sentenced to life in prison - BBC,BBC News,Turkey protests
2022-05-02,Ordunun darbe yaptığı Gine'de yönetim üç yıl içinde sivillere geçecek - BBC,Google News,askeri darbe girişimi
2022-05-05,Turkey's cost of living soars nearly 70% - BBC,BBC News,central bank Turkey
2022-05-05,Turkey's cost of living soars nearly 70% - BBC,BBC News,currency crisis Turkey
2022-05-05,Turkey's cost of living soars nearly 70% - BBC,BBC News,interest rate Turkey
2022-05-05,Turkey's cost of living soars nearly 70% - BBC,BBC News,inflation Turkey
2022-05-10,Ukraine sanctions: What pain lies ahead for Russia's economy? - BBC,BBC News,central bank Turkey
2022-06-02,Turkey wants to be called Türkiye in rebranding move - BBC,BBC News,inflation Turkey
2022-06-02,Turkey wants to be called Türkiye in rebranding move - BBC,BBC News,currency crisis Turkey
2022-06-03,Ukraine lifts interest rate to highest in Europe - BBC,BBC News,central bank Turkey
2022-06-03,Ukraine lifts interest rate to highest in Europe - BBC,BBC News,inflation Turkey
2022-06-03,Ukraine lifts interest rate to highest in Europe - BBC,BBC News,interest rate Turkey
2022-06-07,Buğday krizi gelebilir: Hindistan’ın ihracat yasağı dünya piyasalarını etkiledi - Doviz.com,Google News,döviz krizi
2022-06-07,TKFEN.IS - Reuters,Reuters,Turkey president
2022-06-09,SARKY.IS - Reuters,Reuters,Turkey president
2022-06-09,parsn.is - Reuters,Reuters,Erdogan
2022-06-10,Laleli'de döviz krizi… İhracat yapan esnaf dolar olmadığı için parasını Türk lirası olarak alıyor - Independent Türkçe,Google News,döviz krizi
2022-06-13,Sudan alarm at return of Bashir loyalists and the NCP - BBC,BBC News,central bank Turkey
2022-06-22,Saudi crown prince visits Turkey for first time since Khashoggi murder - BBC,BBC News,Erdogan
2022-06-22,Saudi crown prince visits Turkey for first time since Khashoggi murder - BBC,BBC News,Turkey protests
2022-07-02,Sri Lanka’nın Döviz Krizi: Bir Rajapaksa Ailesi Felaketi - Daktilo1984,Google News,döviz krizi
2022-07-04,Prices in Turkey rise at fastest pace for 24 years - BBC,BBC News,interest rate Turkey
2022-07-04,Prices in Turkey rise at fastest pace for 24 years - BBC,BBC News,inflation Turkey
2022-07-08,Cabinet changes: Who is in Boris Johnson's top team? - BBC,BBC News,cabinet reshuffle
2022-07-15,Darbe girişiminin kilit noktası İstanbul'da o geceden sabaha kritik 11 saat - Anadolu Ajansı,Google News,askeri darbe girişimi
2022-07-15,Coronavirus: China economy shrinks on zero-Covid policy - BBC,BBC News,interest rate Turkey
2022-07-17,"Türkiye’de darbeler, 15 Temmuz darbe girişimi, Kürtler - kurdistan24.net",Google News,askeri darbe girişimi
2022-07-26,"Borç krizi: Neden ortaya çıktı, bu kez krizi yönetmek niçin zor? - BBC",Google News,döviz krizi
2022-09-15,"2023 seçimi: AKP, tarihinin “en kritik” seçimine nasıl hazırlanıyor? - BBC",Google News,Türkiye seçimi
2022-10-01,Burkina Faso'da son bir yılda ikinci kez askeri darbe yapıldı - Anadolu Ajansı,Google News,askeri darbe girişimi
2022-10-03,Inflation in Turkey surges to 83% - BBC,BBC News,interest rate Turkey
2022-10-03,Inflation in Turkey surges to 83% - BBC,BBC News,currency crisis Turkey
2022-10-03,Inflation in Turkey surges to 83% - BBC,BBC News,inflation Turkey
2022-10-03,Inflation in Turkey surges to 83% - BBC,BBC News,central bank Turkey
2022-10-03,Capt Ibrahim Traoré: Burkina Faso's new military ruler - BBC,BBC News,coup attempt Turkey
2022-10-04,Burkina Faso coup: Who is new leader Ibrahim Traoré? - BBC,BBC News,coup attempt Turkey
2022-10-17,Cyprus profile - Timeline - BBC,BBC News,currency crisis Turkey
2022-10-24,Rishi Sunak: The most urgent problems facing the new prime minister - BBC,BBC News,interest rate Turkey
2022-10-25,Jeremy Hunt remains chancellor amid big cabinet reshuffle - BBC,BBC News,cabinet reshuffle
2022-10-25,Rishi Sunak aims to bring factions together in cabinet reshuffle - BBC,BBC News,cabinet reshuffle
2022-10-29,Cumhuriyet tarihinde gerçekleşen ekonomik krizler - Cumhuriyet,Google News,döviz krizi
2022-11-14,Istanbul bomber believed to have Kurdish links but Islamic State ties possible -senior official - Reuters,Reuters,Turkey central bank
2022-11-14,Istanbul bomber believed to have Kurdish links but Islamic State ties possible -senior official - Reuters,Reuters,Turkey president
2022-11-14,Istanbul bomber believed to have Kurdish links but Islamic State ties possible -senior official - Reuters,Reuters,Turkey election
2022-11-20,Turkey Kurdish strikes: A population living in fear - BBC,BBC News,currency crisis Turkey
2022-12-03,Christmas dinner: How much will it cost this year? - BBC,BBC News,inflation Turkey
2022-12-03,Christmas dinner: How much will it cost this year? - BBC,BBC News,interest rate Turkey
2022-12-14,Istanbul Mayor Imamoglu faces jail for insulting public officials - BBC,BBC News,Turkey protests
2022-12-14,Turkey profile - Timeline - BBC,BBC News,currency crisis Turkey
2022-12-14,Istanbul Mayor Imamoglu faces jail for insulting public officials - BBC,BBC News,Turkey elections
2022-12-23,New CalMac ferries for Western Isles to be built in Turkey - BBC,BBC News,inflation Turkey
2022-12-27,Türkiye'de döviz krizi tehlikesi var mı? - DW,Google News,döviz krizi
2023-01-02,"Third of world in recession this year, IMF head warns - BBC",BBC News,central bank Turkey
2023-01-02,"Third of world in recession this year, IMF head warns - BBC",BBC News,interest rate Turkey
2023-01-05,Turkey freezes pro-Kurdish party funds before vote - BBC,BBC News,Turkey protests
2023-01-05,Turkey freezes pro-Kurdish party funds before vote - BBC,BBC News,central bank Turkey
2023-01-05,Turkey freezes pro-Kurdish party funds before vote - BBC,BBC News,Turkey elections
2023-01-10,Global recession warning as World Bank cuts economic forecast - BBC,BBC News,interest rate Turkey
2023-01-10,Global recession warning as World Bank cuts economic forecast - BBC,BBC News,central bank Turkey
2023-01-29,Erdogan says Turkey may block Sweden's Nato membership bid - BBC,BBC News,Turkey protests
2023-02-09,Turkey-Syria earthquake: Londoners pull together as relatives stranded - BBC,BBC News,Turkey protests
2023-02-10,Turkey earthquake failures leave Erdogan looking vulnerable - BBC,BBC News,inflation Turkey
2023-02-10,Turkey earthquake failures leave Erdogan looking vulnerable - BBC,BBC News,currency crisis Turkey
2023-02-18,Nigeria's naira shortage: Why are Nigerians protesting? - BBC,BBC News,central bank Turkey
2023-03-06,Turkey opposition names Kilicdaroglu as joint challenger to Erdogan - BBC,BBC News,Turkey elections
2023-03-08,International Women's Day: Istanbul women defy ban on protests - BBC,BBC News,Turkey protests
2023-03-10,Türkiye Genel Seçimlerinin En Yüksek 10 Oy Oranı - Doğruluk Payı,Google News,Türkiye seçimi
2023-03-11,Turkey earthquake: Istanbul residents fear homes will collapse - BBC,BBC News,Turkey protests
2023-03-14,"Seçim takvimi, Resmî Gazete’de - İletişim Başkanlığı",Google News,Türkiye seçimi
2023-03-17,Turkey's Erdogan seals deal on Finland joining Nato - BBC,BBC News,Turkey protests
2023-03-17,Turkey's Erdogan seals deal on Finland joining Nato - BBC,BBC News,Erdogan
2023-03-20,Warnings against 'reckless' weight loss surgery abroad - BBC,BBC News,interest rate Turkey
2023-03-21,Seçim 2023: Cumhurbaşkanı adayları kimler? - BBC,Google News,Türkiye seçimi
2023-04-06,Moldova Cumhuriyetinde Devlet Başkanı seçimi nedeniyle Yüksek Temsilci Catherine Ashton ve Komisyon Üyesi Stefan Füle tarafından yapılan açıklama - EEAS,Google News,Türkiye seçimi
2023-04-07,Cyprus country profile - BBC,BBC News,currency crisis Turkey
2023-04-17,"Merkez Bankası, bankaların döviz satışına kısıtlama getirdi - Gazete Duvar",Google News,döviz krizi
2023-04-19,Turkish elections 2023 - BBC,BBC News,interest rate Turkey
2023-04-19,Turkish elections 2023 - BBC,BBC News,Turkey elections
2023-04-19,Turkish elections 2023 - BBC,BBC News,central bank Turkey
2023-04-19,Turkish elections 2023 - BBC,BBC News,Erdogan
2023-04-25,Turkish mass arrests target Kurdish areas ahead of election - BBC,BBC News,Turkey elections
2023-04-25,Turkish mass arrests target Kurdish areas ahead of election - BBC,BBC News,inflation Turkey
2023-04-27,Turkey's Erdogan falls ill on TV and cancels election rallies - BBC,BBC News,Turkey elections
2023-04-27,"Döviz krizi tırmanıyor; bankalar, 200 dolar para için 8 gün sonrasına gün veriyor! - Tr724",Google News,döviz krizi
2023-04-29,Turkey's President Erdogan back on campaign trail after illness - BBC,BBC News,inflation Turkey
